epoch,train_total,train_depth,train_scale_teacher,train_low1_teacher,train_low2_teacher,train_zero_mean,train_equivariance,train_predicted_residual_mean,train_da3_scale_perturbation_fraction,train_da3_scale_perturbation_abs_log_q,train_da3_scale_perturbation_mean_log_q,train_bim_condition_dropout_fraction,val_abs_rel,val_rmse,val_delta1,val_scale_abs_rel,val_low1_abs_rel,val_scale_log_mae,val_combined_residual_mean_abs,optimizer_steps,skipped_steps,epoch_seconds
1,0.13672292885715015,0.08778469046773431,0.04345498242538814,0.0,0.05278811869998229,0.002773903674287836,0.005392986346572025,0.002773903674287836,0.0,0.0,0.0,0.0,0.07593104584509389,0.673032089776686,0.9370081142908806,0.07742673817359179,0.07742673817359179,0.0373441790187708,0.0033258057226695776,219,0,629.7552125453949
2,0.11392138109087399,0.07418817263011519,0.02749480317308478,0.0,0.05023233276115705,0.0062058012768813325,0.002490605236951806,0.0062058012768813325,0.0,0.0,0.0,0.0,0.06762246503095556,0.6486426015595737,0.9401428726014917,0.07230746282363784,0.07230746282363784,0.029416906623447005,0.008759810612077708,438,0,630.7644271077588
3,0.10344788763825208,0.06721022713197965,0.021209963104053993,0.0,0.04940470314869597,0.00732096621009721,0.0019823050884727697,0.00732096621009721,0.0,0.0,0.0,0.0,0.0668772587686135,0.6304725446356257,0.9400290674776604,0.07096909425201697,0.07096909425201697,0.026474348791010426,0.00828214240017154,657,0,629.5410559456795
4,0.09538555994085525,0.062186519475015876,0.01836737699819448,0.0,0.046325462942594264,0.006860482383128171,0.0016657237429836271,0.006860482383128171,0.0,0.0,0.0,0.0,0.06555520349913864,0.6292689722999709,0.9406285251369232,0.07018542632503876,0.07018542632503876,0.02530378565521776,0.009251649427470945,876,0,628.9674415253103
5,0.09080336506576299,0.05955854850953028,0.01623914295650134,0.0,0.04466036812627697,0.006460194162318492,0.0014904148248210338,0.006460194162318492,0.0,0.0,0.0,0.0,0.06560033595866131,0.6261179847283579,0.9410874833158792,0.07031031522487988,0.07031031522487988,0.025307544862803625,0.00961812236443723,1095,0,628.738937433809
6,0.08841841188195633,0.05755011335899841,0.016710865471860795,0.0,0.043466483825417956,0.00630199104190281,0.0014942468433177362,0.00630199104190281,0.0,0.0,0.0,0.0,0.06467479321540665,0.6249940181379612,0.9416734398365519,0.06963582261928176,0.06963582261928176,0.024132653010938955,0.008400553390962665,1314,0,629.6170175522566
