epoch,train_total,train_depth,train_scale_teacher,train_low1_teacher,train_low2_teacher,train_zero_mean,train_equivariance,train_predicted_residual_mean,train_da3_scale_perturbation_fraction,train_da3_scale_perturbation_abs_log_q,train_da3_scale_perturbation_mean_log_q,train_bim_condition_dropout_fraction,val_abs_rel,val_rmse,val_delta1,val_scale_abs_rel,val_low1_abs_rel,val_scale_log_mae,val_combined_residual_mean_abs,optimizer_steps,skipped_steps,epoch_seconds
1,0.11859159037115927,0.08600837422117243,0.0,0.06516643213820089,0.0,0.0,0.0,0.036942659701181574,0.0,0.0,0.0,0.0,0.06812849355747132,0.6409401287151361,0.9398008437572091,0.09068927825048927,0.06812849355747132,0.025247993305572116,0.04456728039351412,439,0,347.2009902149439
2,0.10692663256161837,0.07836617744451785,0.0,0.057120910304063514,0.0,0.0,0.0,0.04701567176833438,0.0,0.0,0.0,0.0,0.06580441509667176,0.6410305278630178,0.9403123805808007,0.09068927825048927,0.06580441509667176,0.02366270031640835,0.04356442381225936,878,0,348.6489794459194
3,0.10000556543431177,0.07349158262890268,0.0,0.0530279656693911,0.0,0.0,0.0,0.04844565064593442,0.0,0.0,0.0,0.0,0.0651937871038065,0.646374245865016,0.9399970460929937,0.09068927825048927,0.0651937871038065,0.02233502511419378,0.05115099842559927,1317,0,349.20661510992795
4,0.09295445460086625,0.06868703233628522,0.0,0.04853484453195127,0.0,0.0,0.0,0.050742323930685805,0.0,0.0,0.0,0.0,0.06563948705849544,0.636336337887567,0.9397054238680684,0.09068927825048927,0.06563948705849544,0.0240261431360919,0.047309705414333325,1756,0,350.64986396115273
5,0.08903972917229482,0.06585633734568393,0.0,0.04636678345605287,0.0,0.0,0.0,0.0517487263180167,0.0,0.0,0.0,0.0,0.0649605924798467,0.6361624397804668,0.940554287823644,0.09068927825048927,0.0649605924798467,0.02420281567013763,0.04863755254673917,2195,0,351.74720406066626
6,0.08506961624763366,0.06316487123197316,0.0,0.04380949017064751,0.0,0.0,0.0,0.05247793509077023,0.0,0.0,0.0,0.0,0.06416834523598534,0.635750692336775,0.9409225775667948,0.09068927825048927,0.06416834523598534,0.022781394758566244,0.04949154079882278,2634,0,353.2200678838417
