scene_id,panorama_id,frame_id,camera_index,yaw_index,rgb_path,depth_path,height,width,process_height,process_width,focal_scale,gt_valid_pixels,gt_valid_fraction,camera_x,camera_y,camera_z,camera_in_bim_aabb,bim_hit_pixels,bim_hit_fraction,three_rule_pass,filter_reasons,deterministic_scale,deterministic_scale_support,learned_scale,learned_log_scale,oracle_frame_scale,scale_abs_log_error,confidence_source,round_1_log_scale,round_2_log_scale,round_3_log_scale,raw_abs_rel,raw_sq_rel,raw_rmse_m,raw_mae_m,raw_rmse_log,raw_mean_log_error,raw_mean_abs_log_error,raw_log10_error,raw_silog_x100,raw_delta1,raw_delta2,raw_delta3,scale_abs_rel,scale_sq_rel,scale_rmse_m,scale_mae_m,scale_rmse_log,scale_mean_log_error,scale_mean_abs_log_error,scale_log10_error,scale_silog_x100,scale_delta1,scale_delta2,scale_delta3,scale_low_abs_rel,scale_low_sq_rel,scale_low_rmse_m,scale_low_mae_m,scale_low_rmse_log,scale_low_mean_log_error,scale_low_mean_abs_log_error,scale_low_log10_error,scale_low_silog_x100,scale_low_delta1,scale_low_delta2,scale_low_delta3,final_abs_rel,final_sq_rel,final_rmse_m,final_mae_m,final_rmse_log,final_mean_log_error,final_mean_abs_log_error,final_log10_error,final_silog_x100,final_delta1,final_delta2,final_delta3,oracle_frame_scale_abs_rel,oracle_frame_scale_sq_rel,oracle_frame_scale_rmse_m,oracle_frame_scale_mae_m,oracle_frame_scale_rmse_log,oracle_frame_scale_mean_log_error,oracle_frame_scale_mean_abs_log_error,oracle_frame_scale_log10_error,oracle_frame_scale_silog_x100,oracle_frame_scale_delta1,oracle_frame_scale_delta2,oracle_frame_scale_delta3,bim_render_seconds,da3_inference_seconds,model_inference_seconds,status,error
759xd9YjKW5,013de08029c64d4caa3807ff21822447,013de08029c64d4caa3807ff21822447_i0_0,0,0,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_color_images/013de08029c64d4caa3807ff21822447_i0_0.jpg,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_depth_images/013de08029c64d4caa3807ff21822447_d0_0.png,1024,1280,406,504,1.4155678118069965,1168765,0.8916969299316406,-6.383389949798584,-13.631799697875977,1.5737500190734863,True,95002,0.4642759402611619,True,,1.0,95002,1.0828428268432617,0.07958982991828024,1.131124803538722,0.043622709084244995,log-depth Laplacian fallback,,,,0.1173022966142459,0.02565414024234413,0.21495193078864747,0.2011133421842945,0.13049614789781075,-0.12385157287441427,0.1251017134046673,0.05433098380828912,4.111000501947117,0.9957117127908519,0.9993129499942247,0.9998631033612403,0.04897187393310404,0.006299058216522413,0.10495508275790559,0.0842882935266647,0.06040806556210992,-0.04426174280841849,0.050211762285774446,0.021806691287349633,4.111000496859109,0.9987277168635269,0.9990759476883719,0.9996996829987209,0.04897187393310404,0.006299058216522413,0.10495508275790559,0.0842882935266647,0.06040806556210992,-0.04426174280841849,0.050211762285774446,0.021806691287349633,4.111000496859109,0.9987277168635269,0.9990759476883719,0.9996996829987209,0.05276656002529662,0.009400351039150642,0.13423285392963702,0.0995188929776863,0.07230877980642185,-0.05010986409900983,0.05482917933831474,0.02381201003391388,5.213023265891267,0.9987456845473641,0.9991230059079456,0.9997296291384495,0.026806916551764707,0.0036483107540051176,0.08104580377415324,0.049421722547831295,0.04111497075685006,-0.0006389891568327272,0.026512519992116117,0.011514241133925672,4.111000502546899,0.9986464344842633,0.9989766976252711,0.9996021441436046,0.027506696060299873,0.2494248179718852,0.06172421295195818,ok,
759xd9YjKW5,013de08029c64d4caa3807ff21822447,013de08029c64d4caa3807ff21822447_i1_0,1,0,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_color_images/013de08029c64d4caa3807ff21822447_i1_0.jpg,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_depth_images/013de08029c64d4caa3807ff21822447_d1_0.png,1024,1280,406,504,1.4121168655554452,1207296,0.92109375,-6.374410152435303,-13.636699676513672,1.60725998878479,True,204624,1.0,True,,1.0,204624,0.9727891087532043,-0.027587963604695908,0.8877964238874142,0.09142485104665272,log-depth Laplacian fallback,,,,0.1211284164061082,0.06608007336479885,0.29368720926611963,0.15331684967540077,0.1536051252856797,0.09352207726192155,0.10657923961154465,0.0462867756487383,12.185300808205161,0.9855014843087362,0.9919439805979644,0.993028221745123,0.10848210412591788,0.058184662534688465,0.28559618659084224,0.15945988911282244,0.1385476920005664,0.06593411376315508,0.09708914765593218,0.042165281079661394,12.185300817358238,0.9856265571988974,0.9920963872985581,0.9931400418787107,0.10848210412591788,0.058184662534688465,0.28559618659084224,0.15945988911282244,0.1385476920005664,0.06593411376315508,0.09708914765593218,0.042165281079661394,12.185300817358238,0.9856265571988974,0.9920963872985581,0.9931400418787107,0.10298738944641098,0.05755345972541816,0.281651688051506,0.14641499814237338,0.13540743470958988,0.06540273101965673,0.09194281305240035,0.03993025635931978,11.856498703159495,0.9855925970101781,0.9921079834605598,0.9931408701759966,0.07763058940861314,0.05590278071028382,0.3558711043655717,0.203595123457218,0.12449070050901229,-0.025490762020597427,0.07461446035476031,0.03240464840226137,12.185300802538219,0.9885347089694656,0.9925171623197625,0.9935401094677693,0.007812208496034145,0.06205171160399914,0.017358800396323204,ok,
759xd9YjKW5,013de08029c64d4caa3807ff21822447,013de08029c64d4caa3807ff21822447_i1_1,1,1,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_color_images/013de08029c64d4caa3807ff21822447_i1_1.jpg,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_depth_images/013de08029c64d4caa3807ff21822447_d1_1.png,1024,1280,406,504,1.4121168655554452,1117456,0.85255126953125,-6.371419906616211,-13.634900093078613,1.607300043106079,True,101967,0.49831398076471967,True,,1.0,101967,0.980179488658905,-0.020019572394982862,1.0155583274122963,0.03545810992051385,log-depth Laplacian fallback,,,,0.04123422198116558,0.015742969800796328,0.24415901632990922,0.14220683226791442,0.06674221471037813,-0.01914945138939238,0.041789106900698834,0.018148778530638593,6.393607538730785,0.9913150942855915,0.9978719520052691,0.9994568018785527,0.05223734595197126,0.018496236355250016,0.26638290880273324,0.18073594366221324,0.07498022513795409,-0.03916902375510476,0.05372285035493237,0.02333153746126129,6.393607541764135,0.9922287767930013,0.9978558439884881,0.999545395970848,0.05223734595197126,0.018496236355250016,0.26638290880273324,0.18073594366221324,0.07498022513795409,-0.03916902375510476,0.05372285035493237,0.02333153746126129,6.393607541764135,0.9922287767930013,0.9978558439884881,0.999545395970848,0.055213078361007736,0.0215796775061401,0.2823161344977205,0.18835668941152098,0.07968805968480247,-0.01847114957786574,0.0561024707411042,0.02436499346400018,7.751776241353173,0.9912435030998984,0.9978316819633167,0.9994353245228448,0.03751368338332182,0.015564564426680258,0.24337010083398758,0.1315735127870792,0.0640436754526873,-0.0037108798202673842,0.037471563672115904,0.01627369333108629,6.393607539135221,0.9906841969616701,0.9978647928866998,0.9994004238198193,0.009406703524291515,0.06378479115664959,0.01738470233976841,ok,
759xd9YjKW5,013de08029c64d4caa3807ff21822447,013de08029c64d4caa3807ff21822447_i1_5,1,5,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_color_images/013de08029c64d4caa3807ff21822447_i1_5.jpg,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_depth_images/013de08029c64d4caa3807ff21822447_d1_5.png,1024,1280,406,504,1.4121168655554452,1305329,0.9958869934082031,-6.374330043792725,-13.640199661254883,1.607300043106079,True,62251,0.3042214012041598,True,,1.0,62251,0.9909469485282898,-0.009094279356256323,0.9346360902921006,0.05850375434212346,log-depth Laplacian fallback,,,,0.06253096807034583,0.00624276047175215,0.09257109058815434,0.08369175878383728,0.06775316631404829,0.055337392090562224,0.06027219317582383,0.026175880908467147,3.909302472557566,0.9995342170441321,1.0,1.0,0.055633517118699974,0.0050055635446980325,0.08431245042501254,0.07578978949040471,0.060553200256633466,0.04624311276979513,0.05391160877745222,0.023413514202574426,3.909302473178515,0.9995526032134427,1.0,1.0,0.055633517118699974,0.0050055635446980325,0.08431245042501254,0.07578978949040471,0.060553200256633466,0.04624311276979513,0.05391160877745222,0.023413514202574426,3.909302473178515,0.9995526032134427,1.0,1.0,0.05595181000841194,0.0048808139858122785,0.0831275199485985,0.07572243610833691,0.06029468135824806,0.046095401654647296,0.05426012523400093,0.023564872976505977,3.886724258793522,0.9995702232923653,1.0,1.0,0.029650939070323283,0.003858615425989283,0.10126020595660759,0.062062538041262404,0.040970565522115594,-0.012260614064953398,0.03022443332749122,0.01312630461278217,3.9093024722477465,0.9996973942967635,1.0,1.0,0.008801636286079884,0.06451738998293877,0.017410997301340103,ok,
759xd9YjKW5,013de08029c64d4caa3807ff21822447,013de08029c64d4caa3807ff21822447_i2_0,2,0,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_color_images/013de08029c64d4caa3807ff21822447_i2_0.jpg,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_depth_images/013de08029c64d4caa3807ff21822447_d2_0.png,1024,1280,406,504,1.4165615917841592,1225524,0.9350006103515625,-6.384799957275391,-13.630999565124512,1.6402299404144287,True,145023,0.7087291813277035,True,,1.0,145023,1.0786212682724,0.0756836221322954,1.0430331694102908,0.03355064469191852,log-depth Laplacian fallback,,,,0.05467651816238175,0.011873345502218625,0.1344195615905133,0.08897510925194153,0.07414260296285029,-0.043908001697447054,0.05464039211710095,0.0237300207854869,5.974289046442131,0.9888570113681984,0.9979747438646652,0.9986936200351849,0.03962814736621915,0.012490035886528271,0.13843132200940592,0.06824483075562153,0.06766759207013395,0.03177562041790096,0.036928648806991336,0.01603790840101943,5.97428904860447,0.9855669901201445,0.9970453455011897,0.9985377683341983,0.03962814736621915,0.012490035886528271,0.13843132200940592,0.06824483075562153,0.06766759207013395,0.03177562041790096,0.036928648806991336,0.01603790840101943,5.97428904860447,0.9855669901201445,0.9970453455011897,0.9985377683341983,0.054600205043671086,0.014814454360962064,0.1452686766264244,0.08286421940503812,0.07915782569708926,0.028987277144375375,0.05144775064098956,0.022343474209716246,7.365934518339093,0.9856412440719236,0.9973170660060513,0.998514104986928,0.02791776556479051,0.009725417484755017,0.11568450796572909,0.04259222997839845,0.05976925489710498,-0.0017750686863027554,0.02628720517839494,0.011416388153635514,5.97428904733778,0.9872731990560772,0.9976532487327869,0.9986030465335645,0.008983749896287918,0.0638514468446374,0.017434232868254185,ok,
759xd9YjKW5,013de08029c64d4caa3807ff21822447,013de08029c64d4caa3807ff21822447_i2_5,2,5,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_color_images/013de08029c64d4caa3807ff21822447_i2_5.jpg,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_depth_images/013de08029c64d4caa3807ff21822447_d2_5.png,1024,1280,406,504,1.4165615917841592,1233108,0.9407867431640625,-6.384479999542236,-13.645600318908691,1.6404099464416504,True,65859,0.3218537414965986,True,,1.0,65859,1.0515791177749634,0.050292956102217345,0.9950205191207635,0.05528487590647381,log-depth Laplacian fallback,,,,0.02662038747220526,0.0033424882497853823,0.071380250693918,0.042574334427730634,0.045690809827010785,0.006436215517706971,0.02583409035505321,0.011219602886189627,4.523522114964945,0.9897348812918252,1.0,1.0,0.05989257508401824,0.009671375334121891,0.13373657951540396,0.10359329572096967,0.07255635152798214,0.05672917159324863,0.05711134536636691,0.024803142146684026,4.523522120423276,0.9879840208643526,0.9987543670140815,1.0,0.05989257508401824,0.009671375334121891,0.13373657951540396,0.10359329572096967,0.07255635152798214,0.05672917159324863,0.05711134536636691,0.024803142146684026,4.523522120423276,0.9879840208643526,0.9987543670140815,1.0,0.05808336767131108,0.008910714808101424,0.12798047175410257,0.09968196097727497,0.07005483318944375,0.05346601437544109,0.055515693799324556,0.024110159476077232,4.526659872362751,0.9881648647158238,0.9993179835018506,1.0,0.026107799165449676,0.0032317660001656805,0.06956458437558827,0.041261891194822556,0.0452582720603174,0.0014442853390165106,0.025452800184668268,0.011054010669187497,4.523522111966746,0.989933566240751,1.0,1.0,0.009350205771625042,0.06608179956674576,0.01742469985038042,ok,
759xd9YjKW5,03bb2fc19b214b91a81c958303f98892,03bb2fc19b214b91a81c958303f98892_i0_0,0,0,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_color_images/03bb2fc19b214b91a81c958303f98892_i0_0.jpg,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_depth_images/03bb2fc19b214b91a81c958303f98892_d0_0.png,1024,1280,406,504,1.4155678118069965,1239409,0.9455940246582031,-8.204360008239746,-3.7431600093841553,1.5707900524139404,True,120351,0.5881568144499179,True,,1.0,120351,0.9225936532020569,-0.080566387134131,0.9606255250291951,0.04039576899428988,log-depth Laplacian fallback,,,,0.051645223385824654,0.008634187902017493,0.13814716109604186,0.10427046650682498,0.061791688303062316,0.04498453075466829,0.04998960613197482,0.021710210095633644,4.236277535909458,0.9958657715088401,1.0,1.0,0.043880823870412894,0.005854338474640368,0.11964266707717947,0.08668049788891871,0.055323351698218504,-0.035581856399240615,0.04517682892287303,0.019620047511090987,4.2362775384865845,0.9964071585731586,0.9994973410714301,1.0,0.043880823870412894,0.005854338474640368,0.11964266707717947,0.08668049788891871,0.055323351698218504,-0.035581856399240615,0.04517682892287303,0.019620047511090987,4.2362775384865845,0.9964071585731586,0.9994973410714301,1.0,0.040721515338725714,0.005067858962514457,0.10847435444871555,0.07518819608348747,0.05474982974480875,-0.03028482544915202,0.041953499916205665,0.01822017351013664,4.561110834654141,0.9965176951272744,0.9994916932183,1.0,0.030538142268774715,0.00400554868141933,0.09948176237297128,0.06295774691286725,0.04263541410867537,0.004813917090505601,0.030412827267722195,0.0132081230614485,4.236277538669973,0.9961578461992773,0.99973455090289,1.0,0.00864617619663477,0.06433485820889473,0.017423897981643677,ok,
759xd9YjKW5,03bb2fc19b214b91a81c958303f98892,03bb2fc19b214b91a81c958303f98892_i0_1,0,1,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_color_images/03bb2fc19b214b91a81c958303f98892_i0_1.jpg,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_depth_images/03bb2fc19b214b91a81c958303f98892_d0_1.png,1024,1280,406,504,1.4155678118069965,1208895,0.9223136901855469,-8.191080093383789,-3.7490999698638916,1.5705499649047852,True,94966,0.4641000078192196,True,,1.0,94966,0.9640414118766785,-0.03662102691597898,1.1852663016512497,0.20658850338757032,log-depth Laplacian fallback,,,,0.1793057133256794,0.09800857302818573,0.47347690436961626,0.3621659425072455,0.24814823156485538,-0.20213754270508089,0.20539040363398842,0.08919991893412277,14.393734281942502,0.5514258889316277,0.9505126582540254,0.998489529694473,0.2085811538211719,0.11803554655470358,0.5185084088029479,0.40900706482695653,0.27878955013232465,-0.238758569720915,0.24177139746949655,0.10499998380304014,14.393734278430639,0.5137906931536651,0.890854871597616,0.9985598418390348,0.2085811538211719,0.11803554655470358,0.5185084088029479,0.40900706482695653,0.27878955013232465,-0.238758569720915,0.24177139746949655,0.10499998380304014,14.393734278430639,0.5137906931536651,0.890854871597616,0.9985598418390348,0.21057493523672594,0.11358108022818579,0.5030040797943074,0.40311020631704053,0.27479803138975567,-0.23948799638260362,0.2427456252306662,0.10542308554383303,13.475703189196167,0.5353632863069167,0.9082368609349861,0.9985035921233854,0.11970414088737913,0.03803649988858534,0.2728812817489007,0.21129715808308752,0.1474885564217006,-0.03217010450570121,0.12345837264347675,0.05361728998381731,14.39373427969595,0.8655193379077587,0.9975630637896592,0.9984465152060352,0.00932489987462759,0.06194034870713949,0.018920094706118107,ok,
759xd9YjKW5,03bb2fc19b214b91a81c958303f98892,03bb2fc19b214b91a81c958303f98892_i0_5,0,5,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_color_images/03bb2fc19b214b91a81c958303f98892_i0_5.jpg,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_depth_images/03bb2fc19b214b91a81c958303f98892_d0_5.png,1024,1280,406,504,1.4155678118069965,1258031,0.9598014831542969,-8.216139793395996,-3.751689910888672,1.5712699890136719,True,47231,0.23081847681601375,True,,1.0,47231,0.976239025592804,-0.02404781928163985,1.0446486018798915,0.06772838200463238,log-depth Laplacian fallback,,,,0.09791074838392705,0.04972405749015966,0.3628997319431621,0.2724790034154845,0.1386307333038572,-0.040110060262852354,0.09766283679820834,0.042414431108479714,13.270140648115051,0.876105596761924,0.9910749417144729,1.0,0.11190320370763185,0.05612409951665447,0.39876273313967986,0.3223715226217803,0.14739707186085177,-0.06415787947087112,0.11416625152376395,0.04958177305634936,13.270140652967577,0.8370811212124344,0.9894247439053568,1.0,0.11190320370763185,0.05612409951665447,0.39876273313967986,0.3223715226217803,0.14739707186085177,-0.06415787947087112,0.11416625152376395,0.04958177305634936,13.270140652967577,0.8370811212124344,0.9894247439053568,1.0,0.10919775598301926,0.05526487308816986,0.3948590913564058,0.31332374068813507,0.1466804943781017,-0.061440984515148026,0.11158508416299406,0.04846078631469827,13.319224021246006,0.84518426016529,0.988003475272072,1.0,0.08690103237227878,0.04628388567067542,0.32817787236738266,0.22295736567060775,0.13274943344007223,0.0035705459464951926,0.0827222469673397,0.03592581538855368,13.270140647447612,0.9097383132848078,0.9927132161290143,0.999639913483849,0.010168517008423805,0.06554170325398445,0.017415852285921574,ok,
759xd9YjKW5,03bb2fc19b214b91a81c958303f98892,03bb2fc19b214b91a81c958303f98892_i1_0,1,0,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_color_images/03bb2fc19b214b91a81c958303f98892_i1_0.jpg,/mnt/priorbimda-data/PriorBIMDA-Datasets/Matterport3D/v1/scans/759xd9YjKW5/undistorted_depth_images/03bb2fc19b214b91a81c958303f98892_d1_0.png,1024,1280,406,504,1.4121168655554452,1191344,0.90892333984375,-8.202329635620117,-3.7535300254821777,1.604200005531311,True,204624,1.0,True,,1.0,204624,1.0033931732177734,0.003387429395053433,0.9920654038467496,0.01135367196856355,log-depth Laplacian fallback,,,,0.05481478627220109,0.043313452514320616,0.4170636256718858,0.12799285475362426,0.1297743684991699,-0.00983163722115676,0.057513584341613126,0.024977832314039838,12.940141277787468,0.9737128822573496,0.9805077290858056,0.9862843981251427,0.055711274460891365,0.043442293540931314,0.4166579441873371,0.12962359541397944,0.1295617744802531,-0.00644420773237265,0.058222931418212345,0.025285897835161105,12.940141263979307,0.9736348191622235,0.9815653581165473,0.98626761036275,0.055711274460891365,0.043442293540931314,0.4166579441873371,0.12962359541397944,0.1295617744802531,-0.00644420773237265,0.058222931418212345,0.025285897835161105,12.940141263979307,0.9736348191622235,0.9815653581165473,0.98626761036275,0.05584629703833909,0.04287704064369821,0.41656307554375327,0.13110029246660038,0.12911751071257613,-0.0049289109909306725,0.05844991144088398,0.025384474006509672,12.902339868820576,0.9735911709800024,0.980433023543158,0.9863666581608671,0.05357609132427137,0.043188105854270596,0.41849019424347,0.12578186566082988,0.13061963565924758,-0.017797853775909537,0.056705713727075516,0.024626978564054373,12.940141274625223,0.973862293342645,0.9782430599390268,0.9863448340697565,0.008404054678976536,0.06232007313519716,0.017446529120206833,ok,
