sample_id,region,image,sample,frame_index,time_difference_ms,valid_pixels,gt_coverage,gt_mean_m,gt_median_m,gt_support_mean,bim_pixels,bim_coverage,bim_gt_overlap_pixels,bim_gt_overlap_fraction,bim_abs_rel_overlap,bim_mean_abs_log_error,bim_win_fraction,scale,abs_log_scale,oracle_scale,scale_mismatch_abs_log,bim_scaled_abs_log_disagreement,direct_seed_fraction,anchor_support_mean,anchor_field_abs_mean,direct_correction_abs_log_mean,bim_edge_fraction,base_confidence_gt_mean,rgb_luminance_mean,rgb_luminance_std,rgb_saturation_mean,rgb_laplacian_variance,pose_recovery_fitness,pose_recovery_rmse_m,base_abs_rel,scaled_abs_rel,direct_abs_rel,refined_abs_rel,direct_gain_over_scaled,learned_gain_over_direct,learned_relative_gain,learned_frame_trust,learned_mean_pixel_trust,learned_mean_variance,learned_mean_abs_log_residual,gt_0.2_1_count,gt_1_2_count,gt_2_3_count,gt_3_5_count
3F_Region2/000022,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000022.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000022.npz,981,6.44993782043457,204963,0.8068901171579743,2.002960205078125,1.7890625,16.8539981842041,226585,0.8920107394809775,185625,0.9056512638866527,0.18856104797979797,0.14391236321548823,0.43897643097643096,0.8481012582778931,0.16475524197227112,0.8966512680053711,0.055666973542236965,0.14424361288547516,0.6603040801465234,0.8250727653503418,0.02388542704284191,0.029856786131858826,0.3784879692617788,0.763586163520813,0.357538104057312,0.1277237832546234,0.16831808278867103,0.005073131527751684,0.97000599880024,0.11169674813261497,0.11155273559676657,0.06599100491113266,0.06281760406077308,0.10333848622404722,0.003173400850359581,-0.04052088216327414,-0.6450561553425707,0.3874756395816803,0.3523763120174408,0.13847415149211884,0.04255925118923187,6408,111093,59454,28005
3F_Region2/000024,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000024.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000024.npz,1065,4.356145858764648,174293,0.6861496913580247,1.8973933458328247,1.533203125,18.190690994262695,247528,0.9744583018392542,168071,0.9643014923146656,0.20711175913007002,0.1590351882537737,0.2792926798793367,0.9215100795030594,0.08174156378443025,0.8911917209625244,0.033454135831611664,0.1078091412782669,0.763941857082835,0.9700894355773926,0.029446672648191452,0.03680833801627159,0.3155273683547493,0.7227309346199036,0.4022541046142578,0.15387994050979614,0.08435893246187365,0.0034107519313693047,0.9619109102646869,0.11245279294569184,0.1257690171170388,0.05279177030577182,0.06795766818109494,0.04280411975849393,-0.015165897875323124,0.025153548422601014,0.370135543137992,0.4164997935295105,0.39779067039489746,0.144684836268425,0.04530864581465721,15154,96162,38591,24385
3F_Region2/000026,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000026.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000026.npz,1151,1.5900135040283203,198508,0.7814783320735702,1.7978143692016602,1.5498046875,15.135430335998535,223105,0.8783108150667674,176655,0.8899137566244182,0.16391069899663185,0.13921088465158077,0.2976762616399196,0.9393391132354736,0.06257872201451913,0.8775380849838257,0.06805620087845367,0.12590812146663666,0.573958450057148,0.7875097393989563,0.023976441472768784,0.029970547184348106,0.5372889896699421,0.7972515821456909,0.39029985666275024,0.23484809696674347,0.1618393246187364,0.010117356665432453,0.9768568353067815,0.11192939297369928,0.13353260864306743,0.06815972625870559,0.09988904669563803,0.03387466238648411,-0.03172932043693244,0.06601438430915392,0.6608771080807266,0.39206966757774353,0.31589674949645996,0.13207486271858215,0.06785929948091507,1220,143577,37773,15930
3F_Region2/000028,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000028.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000028.npz,1233,0.5860328674316406,240569,0.9470623897707231,0.899966835975647,0.7939453125,9.034971237182617,254015,0.9999960632401108,240568,0.9999958431884407,0.14994644510595756,0.13816316683328622,0.4592256659239799,1.1157116055488587,0.10949241259647043,0.9760374426841736,0.13374674249545598,0.06549346446990967,0.8403480109442356,1.0,0.043917663395404816,0.05489708110690117,0.055102828168304356,0.6878331899642944,0.4158477783203125,0.14841534197330475,0.05117047930283224,0.0001517564815003425,0.9437596302003082,0.12098845950293839,0.06758055145626096,0.1366023706733929,0.1364411097395002,0.09321127068261995,0.00016126093389270957,0.04322983905688024,0.3168388115533265,0.42422229051589966,0.3861154019832611,0.10069001466035843,0.060519084334373474,161669,77103,1649,148
3F_Region2/000030,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000030.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000030.npz,1329,2.7170181274414062,174763,0.6879999685059209,0.7925333380699158,0.7919921875,14.81686019897461,254016,1.0,174763,1.0,0.08252595456954562,0.086728867496624,0.5101537510800341,0.78617924451828,0.2405704660906561,0.8479125499725342,0.07559269255028139,0.09518547356128693,0.5163139329805997,0.8030055165290833,0.03200512379407883,0.040006402879953384,0.021282123960695388,0.7635871767997742,0.4173668324947357,0.12173768132925034,0.2707227668845316,0.00237460108473897,0.9468085106382979,0.13108602600073102,0.11897923760158244,0.1211412951194384,0.12160028771396687,0.12906732354549966,-0.0004589925945284734,-0.007467035831532784,-0.06140639937544431,0.46828606724739075,0.4871385991573334,0.0874314159154892,0.009919424541294575,174763,0,0,0
3F_Region2/000032,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000032.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000032.npz,1427,5.170106887817383,163066,0.6419516880826405,1.2889809608459473,0.92236328125,12.654532432556152,200553,0.7895290060468632,124512,0.7635681257895576,0.21909928548553553,0.1811738182112969,0.27745920071960933,0.9299308061599731,0.07264509758132343,0.8289963006973267,0.11489448864299409,0.07049404084682465,0.7461867935159284,0.7771897912025452,0.012402267195284367,0.01550283469259739,0.4023289871504157,0.7632927298545837,0.3839057683944702,0.15810926258563995,0.049226579520697165,0.00390047044493258,0.927353595255745,0.1399141552142688,0.2066947271897154,0.12227261198521543,0.1452318931243947,0.07123686200615124,-0.022959281139179263,0.07399503111824345,0.5094957417849321,0.3777850866317749,0.26183682680130005,0.12007562071084976,0.05590519681572914,90324,47322,6644,18764
3F_Region2/000034,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000034.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000034.npz,1511,40.557146072387695,193211,0.7606253149407911,0.9190845489501953,0.85693359375,12.214118003845215,254016,1.0,193211,1.0,0.11314257793293342,0.10610277187246067,0.48650439157190845,1.0652939081192017,0.06325073115363261,0.9902363121509552,0.07306239634886261,0.10194557905197144,0.6641589506172839,0.9029673337936401,0.04164464771747589,0.05205581337213516,0.003779289493575208,0.6916037797927856,0.3522156774997711,0.09692083299160004,0.07906100217864923,0.00035212800139561296,0.9782797567332754,0.12143736921182165,0.09444487790843867,0.10993589466140093,0.09654904451196834,0.11316907198856269,0.013386850149432583,-0.016620027476594343,-0.17214077633398125,0.4416281282901764,0.3973795473575592,0.09344881027936935,0.03274557739496231,126876,66335,0,0
3F_Region2/000036,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000036.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000036.npz,1593,10.223150253295898,201050,0.7914855757117661,1.153677225112915,0.806640625,10.308405876159668,227393,0.8951916414714034,183877,0.9145834369559811,0.1826100548872344,0.15905879422793498,0.3993811080232982,0.9494704246520996,0.05185089755393699,0.8329787641763687,0.13089623277194598,0.04849759861826897,0.8949132119282476,0.9362413287162781,0.020482059568166733,0.02560258097946644,0.31714143990929705,0.7314345836639404,0.3964899480342865,0.1498878449201584,0.12572276688453157,0.006503148935735226,0.936495791889824,0.11619786122026662,0.17372219624290922,0.1169675745295417,0.1422470255807623,0.09476879690323697,-0.02527945105122059,0.047478228677525325,0.3337730858250463,0.41497868299484253,0.32776185870170593,0.11670417338609695,0.02870165929198265,116750,55300,17337,11660
3F_Region2/000038,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000038.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000038.npz,1675,11.970996856689453,197432,0.7772423784328546,0.8848446011543274,0.8720703125,13.501843452453613,254016,1.0,197432,1.0,0.08453437647202582,0.08110860737019582,0.4689766603184894,0.8754699230194092,0.13299448190755647,0.8355201482772827,0.046706334096766666,0.08808626234531403,0.6349521289997481,0.8797168135643005,0.0416928268969059,0.052116043865680695,0.0,0.7633227109909058,0.3538227081298828,0.044930554926395416,0.0928886165577342,0.001082496251910925,0.8981399468556245,0.12058532447233368,0.18073573605069695,0.08485869663961233,0.07785259395729648,0.07473473754789607,0.007006102682315857,0.0031178564094004046,0.040048202004811864,0.47967329621315,0.4792744517326355,0.08410493284463882,0.01341219712048769,168253,29179,0,0
3F_Region2/000040,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000040.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000040.npz,1757,12.966156005859375,212531,0.8366835159989922,0.9225074052810669,0.8818359375,12.287384033203125,254016,1.0,212531,1.0,0.08510556254146454,0.08125428613943378,0.602138041038719,0.9884408861398697,0.01162643973793166,0.926948070526123,0.06423129409738572,0.08930893987417221,0.6756306689342404,0.9051886796951294,0.04732249677181244,0.059153128415346146,0.0,0.6871537566184998,0.3798840045928955,0.06440544128417969,0.08970915032679738,0.001558707794174552,0.9131556319862425,0.12289400090548715,0.1057331680536974,0.10144904575450578,0.07207971958219639,0.09443878664263075,0.02936932617230939,-0.022359067060434362,-0.31019914047996694,0.4293769896030426,0.37088796496391296,0.09062693268060684,0.015524579212069511,136650,75881,0,0
3F_Region2/000042,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000042.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000042.npz,1841,16.81995391845703,156207,0.6149494520030234,1.3448398113250732,1.1123046875,17.685020446777344,221020,0.8701026706979088,133293,0.8533100309205093,0.11470008740143893,0.10038229191283488,0.23590136016144883,0.9430856108665466,0.058598214820935336,0.8961563229560852,0.0510421988190539,0.05034039169549942,0.9239616324314541,0.9508994817733765,0.028139246627688408,0.035174060612916946,0.23960695389266817,0.7338132858276367,0.41344720125198364,0.15699151158332825,0.08119498910675381,0.006306750699877739,0.9523809523809523,0.1165789478761103,0.11196013833337487,0.05091279652571356,0.08343051411763885,0.03122536965603443,-0.032517717591925295,0.05220514446160442,0.6257320239929725,0.3875456154346466,0.30513328313827515,0.11277548968791962,0.03581669554114342,62248,72112,14763,7075
3F_Region2/000044,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000044.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000044.npz,1925,19.089937210083008,168285,0.6624976379440665,1.4868642091751099,1.2001953125,16.994258880615234,204709,0.8058901801461326,134259,0.7978072912024244,0.10158446663724592,0.08972862881864531,0.1796825538697592,0.9183574914932251,0.08516853988304454,0.8736485719680787,0.049908535873752526,0.05199260637164116,0.8167105500979439,0.8904063701629639,0.02140047959983349,0.026750601828098297,0.2855331947593852,0.7744318842887878,0.4113142788410187,0.1498657763004303,0.0762704248366013,0.01439125556498766,0.9524603836530442,0.11818719020651072,0.16241571344950256,0.06751349851993474,0.08280237287947502,0.027339965733695282,-0.01528887435954028,0.05546240714577974,0.6698166395123649,0.3874153196811676,0.2840290367603302,0.1061473861336708,0.051707081496715546,53508,86898,15738,12099
3F_Region2/000046,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000046.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000046.npz,2005,20.952939987182617,169827,0.6685681216931217,1.4054197072982788,0.99560546875,14.043791770935059,223128,0.8784013605442177,144236,0.8493113580290531,0.12887323661395214,0.10693251722654191,0.3681397154663191,0.9585527300834655,0.04233070488131496,0.8883792161941528,0.07602587700284366,0.042851559817790985,0.8692768276504966,0.9644725322723389,0.011553420685231686,0.014441774226725101,0.23408367976820357,0.7335846424102783,0.3934095799922943,0.12160830199718475,0.07841230936819173,0.0044783116318285465,0.9592326139088729,0.11924595760637728,0.14686549908553598,0.09933233678709091,0.09638309701800578,0.04145822007628683,0.002949239769085135,0.05492487694171895,0.5698600547299095,0.37165236473083496,0.3205452263355255,0.10934422165155411,0.061416301876306534,85588,55532,9875,18813
3F_Region2/000048,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000048.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000048.npz,2087,10.311126708984375,154337,0.60758771101033,1.4067884683609009,0.86328125,14.325035095214844,222668,0.8765904509952129,129478,0.8389303925824656,0.14577684650094996,0.11823294636685383,0.262283940128825,0.8922078013420105,0.11405621238761011,0.8215883374214172,0.0824596030402545,0.047851283103227615,0.8810471194783265,0.9686408042907715,0.011363617144525051,0.014204521663486958,0.2639833711262283,0.738379955291748,0.3953453302383423,0.12558019161224365,0.09586846405228758,0.0042301020585000515,0.947180585296217,0.12702030757392266,0.260837323095555,0.12500621584041569,0.12385204308856607,0.0869625772083397,0.0011541727518496192,0.03688946588022636,0.2978510887692572,0.4077117145061493,0.3467181622982025,0.10404528677463531,0.0292830727994442,100437,21485,9907,22486
3F_Region2/000050,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000050.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000050.npz,2171,8.627891540527344,162343,0.6391054106827916,1.9097516536712646,1.251953125,13.289627075195312,172910,0.6807051524313429,99117,0.6105406454235784,0.17390799036744453,0.14388704605415822,0.4060151134517792,0.8291507720947265,0.18735326813422604,0.7881603121757508,0.050700499834118805,0.12059343606233597,0.8004973685732462,0.8412795662879944,0.0184103362262249,0.023012923076748848,0.5535517447719829,0.7542732954025269,0.3718497157096863,0.14863209426403046,0.14574754901960785,0.0068626804277300835,0.980412916887242,0.11495651147849782,0.2469712961376311,0.05357178567529819,0.0659090213451932,0.03948407096965462,-0.012337235669895016,0.02642495037553859,0.4009307047231066,0.4202290177345276,0.3034534156322479,0.08711064606904984,0.0179623793810606,64600,39468,18769,39476
3F_Region2/000052,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000052.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000052.npz,2253,5.531072616577148,219804,0.8653155706727135,1.6595203876495361,1.2900390625,12.807392120361328,239809,0.9440704522549761,205630,0.9355152772470019,0.21059402430943927,0.16951783847201285,0.25028935466614793,0.8696303009986878,0.13968709902750098,0.8148148059844971,0.06510732445572052,0.15321223437786102,0.4910324466554633,0.9276894927024841,0.026400990784168243,0.033001236617565155,0.3801847127739985,0.7689822316169739,0.37421923875808716,0.17905719578266144,0.11612990196078432,0.0021286658011376858,0.9755258126195029,0.11482851756439685,0.2184117042168725,0.06610190738779334,0.07510543296990245,0.034440162287193335,-0.00900352558210911,0.040665270682709115,0.5414424639427244,0.4234362840652466,0.37460455298423767,0.09965328127145767,0.03860975056886673,52616,117617,21196,28375
3F_Region2/000054,3F_Region2,/home/bgao491/SLABIM/sensor_data/3F_Region2/images/data/000054.png,/home/bgao491/PriorBIMDA/data/processed/slabim_504_r50/samples/3F_Region2/000054.npz,2353,2.8188228607177734,167078,0.6577459687578735,1.6126322746276855,1.3037109375,15.961592674255371,230846,0.9087852733686067,151697,0.9079412011156466,0.10224180052382381,0.0830491031773041,0.47995675590156694,0.8436419665813446,0.17002708460046304,0.833022952079773,0.012666999077288018,0.06130176782608032,0.8425876991587465,0.9930946826934814,0.021975737065076828,0.027469679713249207,0.445523116654069,0.7470434308052063,0.34598255157470703,0.16729317605495453,0.05441938997821351,0.0020668876823037863,0.9767264402899657,0.11229634828188216,0.19285419755860264,0.047474967374611744,0.04167803611699645,0.03294199049442017,0.005796931257615295,0.00873604562257628,0.2096078999032704,0.4316449463367462,0.3935772776603699,0.10587660223245621,0.02805042453110218,30017,99897,22786,14371
