epoch,train_total,train_depth,train_scale_teacher,train_low1_teacher,train_low2_teacher,train_zero_mean,train_equivariance,train_predicted_residual_mean,train_da3_scale_perturbation_fraction,train_da3_scale_perturbation_abs_log_q,train_da3_scale_perturbation_mean_log_q,train_bim_condition_dropout_fraction,val_abs_rel,val_rmse,val_delta1,val_scale_abs_rel,val_low1_abs_rel,val_scale_log_mae,val_combined_residual_mean_abs,optimizer_steps,skipped_steps,epoch_seconds
1,0.13071805340701717,0.08377233558109681,0.0401732516917276,0.0,0.05237797646359867,0.002989369729770228,0.0037116680337563705,0.002989369729770228,0.0,0.0,0.0,0.0,0.07445154469829725,0.673677957400402,0.9354425767382512,0.07425059749227765,0.07425059749227765,0.032152290082674694,0.0074440380285599244,439,0,596.9582480303943
2,0.10992960837344,0.0716400239946022,0.025498445369442645,0.0,0.04965461655671315,0.005579352795523234,0.0015511826038520965,0.005579352795523234,0.0,0.0,0.0,0.0,0.06679116155815658,0.6418718989269521,0.9415221607629602,0.06965271397824647,0.06965271397824647,0.02498740853476786,0.007235790283964528,878,0,598.3950913865119
3,0.10253998599957125,0.06671199747996115,0.02077299150582755,0.0,0.04947049192992861,0.005582096839988446,0.0014803720165293662,0.005582096839988446,0.0,0.0,0.0,0.0,0.06526454531907279,0.6442068736122112,0.9430498359120173,0.06871634969583815,0.06871634969583815,0.023059344085326415,0.005506337832168771,1317,0,598.2821260849014
4,0.09615453146079303,0.06295055176460286,0.018350472871579912,0.0,0.04681926489015005,0.0049302809634004865,0.0012608268755945776,0.0049302809634004865,0.0,0.0,0.0,0.0,0.06726948029999498,0.6435829540238202,0.9413553127448154,0.06957919416508355,0.06957919416508355,0.024941201664276925,0.006800199475658342,1756,0,598.7435574522242
5,0.09192212561678824,0.060348980058636995,0.016495194362250602,0.0,0.04546739279973351,0.004862768527485469,0.00105574974727557,0.004862768527485469,0.0,0.0,0.0,0.0,0.06467187902767313,0.6370957765718909,0.9421488172949302,0.0689029406379555,0.0689029406379555,0.023205446351728155,0.005337151164591947,2195,0,598.9468240849674
6,0.08938571982031515,0.058228740646066625,0.01697778876807066,0.0,0.04417573324236243,0.0046413268088654315,0.0011608538867362937,0.0046413268088654315,0.0,0.0,0.0,0.0,0.06455253236858562,0.6374323649530798,0.9421298564853838,0.06861201932354828,0.06861201932354828,0.022730823449686934,0.0054951729050703715,2634,0,599.9016020307317
